x0,y0,d,theta0_degree,delta_theta_degree,gain,mse
40.8983,51.2527,0.2744,34.8006,0.9938,1.3661,78.1193
41.7659,51.9567,0.2702,34.1094,1.0213,1.3434,92.2770
40.7707,63.1020,0.2829,21.4751,1.0181,1.3677,111.2742
42.6812,62.1756,0.2724,24.3299,0.9397,1.3436,138.8791
41.8258,60.6603,0.2750,25.0874,0.9947,1.3682,75.8980
40.6896,60.4267,0.2805,26.4835,0.9781,1.3840,78.3142
38.4322,44.6494,0.2882,42.3846,0.9627,1.3447,215.5525
42.6764,70.7363,0.2854,14.4196,0.9939,1.2972,288.9940
41.4543,66.2683,0.2838,17.6843,1.0367,1.3424,166.9695
39.9043,56.8629,0.2816,27.9562,0.9488,1.3910,82.5571
42.1742,57.6378,0.2707,26.5913,1.0327,1.3568,58.0886
41.7829,68.3248,0.2854,17.5704,0.9993,1.3264,224.6162
41.0575,57.1970,0.2760,29.9834,1.0114,1.3803,44.4875
41.9249,65.0771,0.2798,21.8925,0.9997,1.3480,146.8969
43.3434,69.5586,0.2801,14.2830,1.0604,1.2947,247.1428
42.2068,45.0240,0.2689,41.4997,1.0079,1.2900,215.7415
45.9173,69.7428,0.2683,15.7958,1.0341,1.2468,300.8496
41.6357,48.1474,0.2708,39.2534,0.9895,1.3315,139.3084
39.0787,56.9551,0.2858,29.0467,1.0466,1.3875,66.6717
39.4702,51.9831,0.2818,34.6706,0.9620,1.3932,75.1938
41.9357,69.7697,0.2872,15.5039,1.0123,1.3150,254.4789
41.9388,53.7792,0.2698,32.0380,1.0431,1.3391,90.1732
43.4089,65.1863,0.2727,19.5568,1.0239,1.3206,160.8734
39.7434,53.6749,0.2808,34.8113,1.0072,1.3837,66.9378
41.7976,70.0691,0.2884,15.4012,0.9709,1.3025,296.8995
42.2926,67.2547,0.2813,16.9568,1.0218,1.3284,191.1577
42.7811,67.6965,0.2796,17.3499,0.9672,1.3117,235.6273
41.9382,61.0885,0.2749,25.7565,0.9828,1.3665,84.8297
41.0474,62.7215,0.2811,21.7514,1.0039,1.3665,110.1144
39.3541,55.5512,0.2836,32.0334,0.9979,1.4001,49.4579
39.2453,55.2263,0.2840,28.9676,1.0296,1.3915,55.2992
39.7775,51.2885,0.2801,34.2868,0.9785,1.3830,79.8592
41.3952,46.3971,0.2725,41.6097,0.9838,1.3231,170.1626
39.2319,57.4070,0.2853,27.4717,1.0036,1.3993,58.0426
40.5232,47.9166,0.2765,38.4544,0.9923,1.3469,134.5773
39.7414,57.0047,0.2825,27.7858,0.9940,1.3972,51.7794
40.9299,45.6470,0.2751,41.0121,1.0537,1.2933,228.0333
41.7646,49.7798,0.2700,35.7178,1.0221,1.3298,123.2578
39.1124,50.2036,0.2834,34.6664,1.0106,1.3719,107.0033
42.3448,65.6583,0.2786,19.4426,0.9812,1.3342,177.7192
40.2626,60.2490,0.2824,25.2899,0.9996,1.3866,73.1764
39.6221,52.6864,0.2812,32.6465,0.9767,1.3917,66.6941
39.9294,46.3245,0.2799,37.8251,1.0111,1.3347,172.2437
39.5534,57.8051,0.2840,27.1120,1.0145,1.3963,51.8244
41.6868,57.9788,0.2734,26.8477,0.9866,1.3753,53.6814
38.6752,46.9994,0.2860,37.4180,1.0451,1.3365,187.9256
43.2521,69.1983,0.2799,17.1818,0.9910,1.3048,246.1439
41.1488,48.9147,0.2732,36.0783,0.9722,1.3517,115.7888
41.5649,49.4128,0.2710,37.9603,0.9573,1.3531,108.3548
39.5973,45.8122,0.2818,40.6063,1.0123,1.3307,190.9974
43.4204,66.8048,0.2751,18.5484,1.0134,1.3157,189.4968
38.7200,45.1316,0.2865,42.3592,0.9534,1.3503,199.6494
40.1281,56.4094,0.2802,30.1610,0.9896,1.3977,39.6368
42.3095,70.4904,0.2867,14.5801,1.0520,1.3063,257.9491
40.0531,55.6854,0.2801,29.9504,0.9820,1.3972,44.8743
40.6584,49.3051,0.2756,36.9226,0.9937,1.3556,109.1898
39.1249,53.7188,0.2840,32.4529,0.9731,1.4005,64.4325
38.7627,50.0058,0.2852,37.0050,0.9709,1.3842,109.5411
40.9840,45.0738,0.2751,39.7946,0.9743,1.3220,192.1335
39.5643,60.6375,0.2863,24.6446,0.9877,1.3875,98.1026
42.6736,60.7363,0.2709,24.2622,1.0256,1.3465,87.6984
42.8129,71.8634,0.2869,11.9631,1.0238,1.2906,303.3668
41.6718,59.2701,0.2745,27.1823,0.9720,1.3752,67.6181
41.2155,56.5458,0.2748,29.5244,0.9847,1.3854,39.4605
41.4944,58.9605,0.2751,25.8659,1.0074,1.3755,53.0077
42.1567,52.6250,0.2683,33.1872,1.0076,1.3471,79.3955
39.0679,50.8321,0.2837,33.9562,1.0294,1.3690,106.0644
41.4784,68.4017,0.2870,17.1308,1.0332,1.3304,212.1040
42.7027,61.5003,0.2716,24.1511,1.0910,1.3073,154.7647
40.3555,45.7779,0.2779,39.4742,1.0326,1.3150,198.5112
43.2068,62.8912,0.2707,21.2203,1.0854,1.3035,161.2813
43.7008,64.6491,0.2706,21.0807,0.9743,1.3207,167.2585
38.9398,56.7270,0.2863,31.1726,1.0109,1.4006,56.9891
41.1564,53.7308,0.2737,32.4339,1.0215,1.3638,64.7544
43.7513,67.5969,0.2748,17.6404,0.9678,1.3015,233.1326
40.7207,46.0202,0.2760,40.9588,1.0143,1.3179,188.5614
42.0099,50.1190,0.2687,36.6402,0.9521,1.3511,102.8926
39.3557,55.8742,0.2838,30.1945,0.9737,1.4029,56.9814
40.5366,52.2649,0.2764,33.7315,0.9891,1.3788,62.6436
42.4416,65.9988,0.2786,18.4817,1.0318,1.3324,163.3951
39.7933,48.3771,0.2801,37.8303,0.9925,1.3586,127.9811
41.5537,50.0617,0.2710,33.2767,1.0654,1.3178,139.8174
39.5782,50.7551,0.2811,36.9823,1.0141,1.3659,106.3462
40.3848,55.6429,0.2784,29.8576,1.0182,1.3859,42.1235
43.0896,70.1698,0.2824,14.4895,1.0175,1.3010,259.8474
40.1077,64.3109,0.2877,20.9036,0.9924,1.3634,157.2487
39.4975,50.3378,0.2815,35.4458,0.9989,1.3737,97.9776
40.6144,64.9085,0.2860,21.2886,1.0266,1.3605,140.5758
39.7886,53.7332,0.2806,32.0451,1.0252,1.3804,64.2327
38.6039,54.8272,0.2871,30.3831,1.0077,1.3996,65.1508
38.3554,55.8738,0.2888,29.2347,1.0035,1.4029,69.5490
40.4084,52.3898,0.2771,33.7009,0.9581,1.3861,66.6415
41.1955,46.1976,0.2735,38.1808,1.0416,1.3046,194.8654
42.4339,62.6202,0.2742,24.1565,0.9396,1.3456,143.9251
38.8581,54.3285,0.2856,31.9726,0.9808,1.4028,63.8776
42.9696,60.4212,0.2691,25.9912,0.9723,1.3507,92.5511
39.6323,62.5595,0.2879,21.0150,0.9406,1.3568,188.7408
40.6434,60.7100,0.2810,26.5034,1.0427,1.3696,82.9462
41.1765,67.4451,0.2869,17.9789,1.0113,1.3383,202.1381
43.2449,66.9966,0.2763,17.6293,1.0326,1.3146,190.9571
39.5821,60.9232,0.2865,22.3274,1.0381,1.3833,85.3532
42.0242,57.0057,0.2710,31.5447,1.0189,1.3552,70.5078
42.2842,59.3247,0.2715,26.0606,0.9834,1.3642,69.9748
41.6234,68.7106,0.2868,17.6762,1.0015,1.3260,231.9156
41.5896,47.6398,0.2711,38.3599,1.0126,1.3205,155.9370
42.8205,63.6911,0.2736,23.5427,1.0745,1.3055,176.4117
43.4804,68.4811,0.2776,18.1154,0.9980,1.3071,227.1375
42.5533,59.3226,0.2701,26.1103,0.9983,1.3583,68.7431
41.4310,46.2593,0.2723,38.8388,0.9669,1.3273,169.3533
39.2114,61.5523,0.2889,23.8105,1.0243,1.3867,97.3853
38.8726,44.9951,0.2858,41.6935,0.9961,1.3351,208.6911
39.5843,61.2481,0.2868,25.4325,1.0031,1.3886,91.1809
40.3926,49.0036,0.2770,36.2677,1.0462,1.3329,146.4761
42.7693,60.3714,0.2701,23.8824,1.0153,1.3488,82.5288
38.8288,47.7462,0.2851,37.2180,1.0273,1.3486,161.8929
43.7298,68.0784,0.2757,14.8474,1.0315,1.3024,217.3855
42.0116,46.8232,0.2692,40.7559,0.9891,1.3141,170.3562
41.6329,49.8785,0.2706,36.3822,0.9792,1.3495,102.5916
40.4992,54.7893,0.2775,31.4126,1.0211,1.3786,52.1801
41.1050,48.2264,0.2735,39.3547,1.0498,1.3092,182.5929
38.0965,51.8137,0.2887,33.6833,1.0031,1.3891,100.5404
39.5724,53.7511,0.2817,32.2157,1.0002,1.3924,55.4604
39.5769,50.0880,0.2811,36.5393,1.0554,1.3414,146.8610
39.8626,49.3376,0.2796,36.5508,0.9623,1.3729,109.3863
41.9115,55.7969,0.2708,30.3373,1.0028,1.3682,47.0536
43.9597,69.4751,0.2770,17.1752,0.9508,1.2848,284.2699
40.7398,58.4322,0.2785,28.2578,1.0180,1.3831,49.0790
41.1358,69.1261,0.2899,16.1853,1.0464,1.3278,227.7394
42.4893,58.3487,0.2696,26.0438,1.0083,1.3584,60.4832
42.0899,53.4726,0.2689,34.0946,0.9835,1.3605,64.0994
38.5643,44.8719,0.2874,43.3224,1.0509,1.3098,257.2275
41.2505,53.6040,0.2732,31.4139,0.9811,1.3772,51.6236
41.9714,67.8373,0.2837,15.6129,1.0261,1.3268,206.5187
43.0302,63.5401,0.2724,22.0645,0.9781,1.3371,138.9019
42.2125,53.6475,0.2683,32.5069,1.0132,1.3484,73.7299
38.2871,55.3327,0.2889,30.4488,1.0435,1.3900,79.6120
44.7130,70.3827,0.2752,13.8421,1.0448,1.2709,280.5215
41.1582,67.8164,0.2876,17.9806,1.0152,1.3368,207.4387
38.5696,48.8696,0.2862,37.5998,0.9903,1.3714,133.5670
39.6526,61.5681,0.2868,24.2766,1.0381,1.3822,89.0075
45.9031,69.6253,0.2681,14.6443,0.9827,1.2567,292.8809
40.1910,53.8699,0.2786,31.4349,1.0454,1.3667,75.3769
40.4471,67.0945,0.2899,17.8557,0.9899,1.3392,222.4055
42.9626,70.0786,0.2829,16.9002,0.9983,1.3038,261.1147
43.4577,69.9173,0.2802,15.7204,1.0239,1.2983,252.1425
39.5385,58.6601,0.2847,28.5147,1.0265,1.3922,59.1196
44.6476,66.3071,0.2684,18.8345,1.0254,1.2898,206.9690
42.6120,70.3414,0.2850,13.6568,0.9933,1.2973,286.7206
42.3997,58.9407,0.2706,27.8601,0.9453,1.3627,85.9505
38.4323,49.8820,0.2869,36.3636,1.0028,1.3754,121.7784
42.6756,66.5607,0.2783,17.8081,0.9950,1.3256,190.9083
43.1182,68.1513,0.2787,18.1998,0.9647,1.3079,240.7218
39.9011,65.0316,0.2896,20.7268,0.9967,1.3617,169.6994
43.4659,67.7971,0.2765,16.4548,0.9775,1.3038,234.0497
43.6035,68.7708,0.2775,16.1537,1.0289,1.3013,229.5288
41.3158,60.0616,0.2770,24.4230,0.9852,1.3736,78.7669
41.3182,49.6732,0.2722,35.1613,0.9186,1.3582,124.2266
40.8944,58.2098,0.2775,28.4913,1.0149,1.3823,47.0035
38.4489,51.2079,0.2869,35.8082,0.9622,1.3951,99.0839
45.4791,69.7569,0.2704,13.5309,1.0111,1.2652,278.9105
41.6722,52.0044,0.2706,35.3288,1.0124,1.3469,91.2893
43.3740,65.8450,0.2739,21.8078,1.0172,1.3169,177.6133
41.3081,44.8797,0.2735,41.4317,0.9548,1.3206,196.6418
43.3600,69.3440,0.2797,13.7529,1.0103,1.2995,251.2679
41.7105,44.7270,0.2716,40.5572,1.0069,1.2980,212.2072
40.1825,46.4534,0.2786,38.6664,0.9842,1.3415,162.4345
39.3749,62.7106,0.2894,23.3392,0.9742,1.3764,145.0156
40.5486,61.4400,0.2822,24.0812,0.9585,1.3726,120.8882
42.5644,63.2944,0.2743,21.9825,0.9888,1.3459,125.7866
38.8950,54.2440,0.2853,30.7654,0.9919,1.3993,64.5840
42.2822,65.9085,0.2793,19.4918,1.0432,1.3313,163.9502
44.7135,68.2057,0.2712,14.5664,1.0155,1.2856,236.4878
41.1125,65.9597,0.2850,20.1554,0.9991,1.3493,172.1711
37.9651,53.9782,0.2899,31.5910,1.0157,1.3966,83.9721
38.2873,52.1421,0.2878,34.1006,0.9729,1.3976,92.5067
40.4567,52.4813,0.2769,33.9124,1.0192,1.3675,75.8749
41.6004,54.3525,0.2717,32.2611,1.0326,1.3518,76.0341
38.0836,50.3098,0.2886,36.3094,1.1075,1.3297,204.0447
41.0451,50.8768,0.2737,33.9083,1.0009,1.3596,85.0121
41.8193,68.7156,0.2859,16.8750,0.9931,1.3211,240.3872
39.5256,62.8932,0.2888,22.2235,0.9294,1.3584,193.9291
42.0814,71.3200,0.2893,14.8766,0.9870,1.2971,309.4500
42.0179,68.1275,0.2840,16.7427,1.0013,1.3240,221.9379
41.2191,54.4327,0.2737,32.2997,0.9853,1.3808,43.4738
40.6682,67.3046,0.2892,17.7354,0.9661,1.3296,245.5191
39.3737,52.9477,0.2825,32.5655,1.0138,1.3855,68.6703
41.1627,55.8347,0.2746,30.9404,1.0405,1.3600,69.9183
38.4319,45.9543,0.2876,40.4211,1.0123,1.3405,199.7312
43.2298,62.2768,0.2698,23.0351,0.9908,1.3388,115.7778
39.5981,50.6523,0.2810,38.1207,1.0079,1.3657,109.2549
41.7232,51.4436,0.2703,36.0710,1.0494,1.3204,136.5090
39.4572,61.5913,0.2877,24.2263,0.9994,1.3858,104.7062
39.8175,63.1606,0.2877,23.2403,1.0350,1.3750,112.3758
42.5930,63.3227,0.2742,22.1729,1.0431,1.3344,127.6905
41.0087,62.8449,0.2815,21.8070,0.9901,1.3648,121.5028
40.8424,47.9866,0.2748,36.8688,0.9930,1.3436,132.6931
41.2729,66.4155,0.2849,20.3485,0.9937,1.3454,182.1940
39.6239,57.0297,0.2831,28.4430,1.0630,1.3746,74.0699
41.3951,60.7001,0.2772,23.8413,0.9961,1.3716,79.7584
41.6645,50.9514,0.2705,36.1037,1.0404,1.3253,129.6013
43.1154,71.0924,0.2840,13.1495,1.0147,1.2931,286.0059
40.1309,56.2745,0.2801,27.9004,1.0254,1.3886,41.6782
42.2668,53.6149,0.2681,30.6744,1.0261,1.3447,74.2970
39.6288,44.9802,0.2820,40.9738,1.0051,1.3268,203.6759
41.2495,62.5883,0.2800,21.0794,1.0209,1.3642,101.6384
39.7952,64.3130,0.2892,22.5028,1.0016,1.3703,146.3602
40.7001,51.4853,0.2755,33.7449,1.0055,1.3666,76.7638
39.1888,45.2165,0.2841,39.9404,1.0028,1.3336,200.4222
39.2039,55.1251,0.2842,31.1584,0.9872,1.4022,53.5602
41.6123,47.3441,0.2711,38.4924,0.9535,1.3365,149.0318
40.8715,58.6779,0.2780,25.3512,1.0498,1.3716,58.1339
40.7364,62.4042,0.2823,24.3158,0.9900,1.3745,104.5173
40.2167,47.2470,0.2782,39.4896,0.9731,1.3511,144.1321
39.1746,58.4820,0.2864,28.4911,1.0319,1.3934,63.0917
40.4612,66.7504,0.2893,20.3624,1.0655,1.3419,183.0761
43.4723,70.5335,0.2813,14.0828,1.0461,1.2916,265.5396
41.9416,61.5007,0.2753,23.3869,1.0093,1.3618,85.5809
41.4646,57.4959,0.2741,27.2862,0.9843,1.3790,50.6445
40.7897,60.5461,0.2801,24.5547,0.9879,1.3792,82.3394
41.0771,53.0690,0.2739,34.9759,1.0446,1.3415,108.9695
42.9501,59.9618,0.2688,25.8980,0.9701,1.3513,90.0416
41.6367,49.0463,0.2707,36.2065,0.9747,1.3445,116.6785
40.9361,54.9301,0.2753,31.6912,1.0035,1.3808,43.4435
39.5938,52.4555,0.2813,35.7963,0.9648,1.3951,66.0619
40.3704,63.7670,0.2857,20.3910,0.9724,1.3574,166.9374
45.5146,70.8438,0.2723,12.7678,0.9492,1.2456,341.9617
41.0287,50.0904,0.2737,35.3479,1.0015,1.3537,98.7888
40.8079,61.8275,0.2813,23.8601,1.0180,1.3744,86.2548
42.8811,68.9959,0.2813,13.5157,1.0461,1.3087,228.4592
44.2450,65.7912,0.2696,19.2136,0.8766,1.2741,282.3239
38.8443,51.3713,0.2849,35.3498,1.0298,1.3705,109.3795
42.0819,66.5576,0.2812,17.7660,1.0104,1.3343,181.3869
41.2647,63.6311,0.2811,22.8394,1.0435,1.3539,120.9213
38.4933,49.4100,0.2866,36.5252,0.9993,1.3730,127.2537
40.7836,45.4605,0.2759,40.4379,0.9953,1.3221,186.2396
39.5226,59.7216,0.2856,26.5024,0.9902,1.3944,77.8918
40.9365,46.8771,0.2746,39.9573,0.9906,1.3330,156.8099
40.9108,53.8871,0.2750,32.9862,0.9700,1.3862,47.3042
43.4209,62.8321,0.2695,21.6881,1.0213,1.3283,125.3749
42.0747,53.7366,0.2691,33.0050,0.9774,1.3650,57.8906
43.5919,66.1951,0.2733,19.4661,1.0345,1.3089,186.4857
44.7033,67.3684,0.2699,17.6432,0.9635,1.2867,240.8107
39.7809,59.8485,0.2845,26.7456,1.0119,1.3920,65.9789
42.8118,68.1312,0.2802,16.1549,1.0310,1.3165,208.8432
42.5382,71.0273,0.2866,14.7321,1.0218,1.3022,276.5623
40.8984,62.7102,0.2818,23.8303,0.9454,1.3626,145.7180
42.7544,66.7788,0.2783,17.8744,0.9750,1.3194,210.1062
40.5177,59.6601,0.2806,28.0431,1.0525,1.3656,85.6442
39.8995,61.2077,0.2852,24.7045,1.0263,1.3840,81.6620
41.5187,67.9700,0.2861,19.1298,1.0096,1.3342,207.3968
41.0598,64.8346,0.2837,19.7750,1.0040,1.3544,151.9199
42.3858,62.8914,0.2747,24.8459,1.0289,1.3408,121.4286
41.9656,58.9738,0.2728,27.5034,1.0262,1.3597,66.7988
39.1824,58.7272,0.2865,27.9456,0.9772,1.4000,76.7325
38.9178,60.3731,0.2892,26.5871,1.0038,1.3959,87.6680
39.1840,57.2578,0.2854,27.6237,0.9896,1.3999,64.7756
42.4993,65.4746,0.2776,19.9296,0.9885,1.3356,166.7648
40.4091,65.6394,0.2880,21.3184,0.9817,1.3553,180.9152
38.6810,52.1146,0.2858,31.7854,0.9834,1.3914,89.9169
40.5408,50.2047,0.2762,34.5751,0.9625,1.3700,96.3298
38.4395,57.9440,0.2897,30.1097,1.0202,1.4012,69.5125
38.5916,50.9739,0.2861,34.9380,0.9646,1.3916,101.4969
38.3077,53.0736,0.2879,34.2511,0.9882,1.3990,81.7337
41.7813,65.2915,0.2808,19.7438,1.0196,1.3464,147.9928
42.0016,44.7039,0.2701,41.2080,1.0005,1.2946,214.6388
41.7720,63.2500,0.2782,21.1046,0.9762,1.3514,138.8430
40.6677,46.0738,0.2763,41.0248,0.9863,1.3313,171.4464
43.9075,67.6821,0.2742,18.4615,0.9985,1.3043,215.2686
39.8512,60.4656,0.2847,25.3275,1.0424,1.3823,74.7902
38.3562,53.7333,0.2879,33.1061,0.9979,1.3991,75.9564
42.3797,67.4315,0.2811,18.1645,0.9823,1.3235,214.0672
40.8341,58.2483,0.2779,26.5489,0.9695,1.3834,68.9903
38.4907,56.8533,0.2887,28.4919,0.9973,1.4035,70.5308
39.8794,64.5440,0.2891,21.5108,1.0288,1.3680,139.3097
42.6961,61.8098,0.2719,21.7089,1.0372,1.3416,100.7733
44.5271,66.7401,0.2697,17.8547,0.9841,1.2958,214.4620
41.6946,69.2094,0.2873,17.3901,1.0239,1.3239,231.4928
40.2718,65.0929,0.2879,19.9847,1.0217,1.3607,152.8784
45.1428,69.7043,0.2719,14.3125,1.0260,1.2700,271.5816
40.2786,59.5241,0.2817,25.9723,1.0252,1.3857,58.3289
43.3942,67.2128,0.2759,17.6369,1.0252,1.3126,196.3878
41.5841,57.6261,0.2736,28.9996,0.9712,1.3804,51.4127
41.1316,56.9360,0.2754,28.8963,1.0268,1.3742,47.7048
43.9902,65.3194,0.2701,20.0967,1.0128,1.3105,173.7501
39.2799,57.5827,0.2852,27.5482,0.9966,1.3995,60.4590
40.5331,52.3770,0.2765,34.0627,1.0508,1.3475,106.9928
39.8735,58.1386,0.2826,27.4878,0.9071,1.3799,127.4164
38.2620,45.6758,0.2886,40.1242,0.9974,1.3444,202.1994
42.4336,65.9227,0.2785,21.5273,0.9773,1.3359,175.7139
41.4101,51.6628,0.2719,33.9059,1.0379,1.3400,103.0251
39.4097,48.3986,0.2820,38.7718,1.0124,1.3524,143.4813
42.5280,57.6772,0.2689,25.9864,1.0464,1.3443,70.9699
41.7294,45.0921,0.2713,39.7211,0.9831,1.3084,197.8335
42.7627,60.4654,0.2702,24.0327,1.0458,1.3375,95.1101
39.7511,46.2887,0.2808,37.9483,1.0184,1.3333,177.1419
41.2466,46.4892,0.2732,39.5267,1.0374,1.3049,194.2946
40.8379,58.0307,0.2777,28.7014,1.0350,1.3734,58.6444
44.2522,66.9639,0.2714,17.9581,0.9769,1.2989,218.6215
39.5321,46.2466,0.2819,40.6078,1.0360,1.3228,201.8333
42.2692,71.4801,0.2888,15.2670,1.0316,1.3025,282.8243
41.2772,45.9695,0.2732,40.6687,1.0090,1.3127,187.0936
39.4164,53.2364,0.2824,31.8123,0.9739,1.3952,66.8750
41.8999,62.3069,0.2764,24.3957,0.9703,1.3605,112.1983
38.6051,44.9969,0.2871,41.1404,1.0336,1.3226,229.7510
40.8802,66.2084,0.2865,18.3022,0.9910,1.3430,196.4600
40.5183,46.8807,0.2767,40.6670,0.9904,1.3378,157.5791
42.5987,62.1873,0.2728,22.3709,1.0248,1.3454,102.5828
40.9144,65.8763,0.2859,20.9574,1.0453,1.3481,159.6543
39.4166,61.1423,0.2875,23.3792,0.9467,1.3734,150.9710
41.9018,47.3596,0.2696,38.0404,1.0304,1.3057,174.3860
41.6526,47.0320,0.2710,38.9900,1.0128,1.3145,168.7683
39.2328,57.0936,0.2851,28.8388,0.9741,1.4020,65.8723
43.5889,66.5179,0.2739,16.8073,0.9968,1.3116,197.7124
40.5335,63.7306,0.2849,21.5126,1.0184,1.3673,122.7097
38.1680,52.7570,0.2886,33.2845,1.0274,1.3855,95.9747
42.0255,52.1665,0.2689,32.5757,1.0191,1.3436,85.3046
38.2874,45.5748,0.2885,40.9210,1.0028,1.3412,206.4227
38.2586,55.9304,0.2893,30.5436,1.0217,1.3999,69.9139
44.2350,70.3960,0.2774,14.3345,1.0437,1.2795,273.1546
38.4904,56.5023,0.2885,29.1889,1.0365,1.3956,67.7386
42.6503,67.5793,0.2801,17.1449,1.0094,1.3223,202.6928
43.5883,68.7500,0.2775,14.6092,0.9658,1.2893,272.5712
42.7807,59.1817,0.2689,26.5199,0.9911,1.3552,71.9803
41.1869,58.0179,0.2759,27.0430,0.9302,1.3724,99.2024
40.1068,44.7466,0.2797,44.3388,0.9667,1.3311,198.1965
41.7866,53.7834,0.2705,32.3334,1.0351,1.3457,82.5283
38.5743,55.9592,0.2877,31.1254,0.9626,1.4080,73.5343
41.3542,52.1261,0.2723,33.0825,1.0206,1.3540,80.0514
38.4453,53.4507,0.2873,33.0343,0.9760,1.4023,77.4893
44.3976,68.1654,0.2727,15.9239,1.0074,1.2925,230.8880
41.4858,64.1209,0.2807,22.0897,0.9613,1.3515,157.8334
40.6851,50.2178,0.2755,36.0845,1.0156,1.3517,106.5340
40.9239,47.6102,0.2745,39.9874,1.0213,1.3227,166.5728
39.8341,59.0943,0.2835,29.6780,0.9732,1.3988,65.0795
40.0606,50.0475,0.2786,36.2515,0.9869,1.3703,95.8132
38.1702,53.5443,0.2888,32.4252,1.0159,1.3938,83.5671
40.6904,58.7451,0.2790,27.3297,0.9837,1.3886,56.7152
40.0759,61.5135,0.2846,25.0443,0.9719,1.3817,108.9221
40.8491,53.7949,0.2753,33.5430,0.9973,1.3785,52.2036
41.0730,64.4941,0.2832,20.9182,0.9936,1.3570,147.1848
39.9260,46.1124,0.2800,39.8948,0.9864,1.3405,170.9746
38.7682,58.4487,0.2884,26.0721,1.0126,1.3982,73.4687
40.9131,57.4895,0.2769,28.3690,1.0595,1.3596,75.4236
38.6688,47.1232,0.2860,38.2308,0.9897,1.3573,164.3380
39.3765,50.1148,0.2821,36.1608,0.9928,1.3749,101.8212
41.1830,56.8301,0.2751,30.4251,0.9624,1.3878,47.7598
41.2742,60.2600,0.2774,24.0555,0.9976,1.3742,74.0476
38.2584,48.4631,0.2879,38.3046,0.9862,1.3709,145.4759
41.7807,65.2158,0.2807,18.6031,1.0109,1.3446,155.2678
43.6145,69.8071,0.2793,14.7308,0.9815,1.2902,276.5469
39.7570,52.4127,0.2804,34.2792,0.9942,1.3857,66.6779
39.3640,47.6884,0.2824,37.2202,1.0079,1.3519,148.2693
41.0208,51.0712,0.2738,34.9399,1.0319,1.3446,106.1897
39.9185,60.4412,0.2843,24.7835,0.9956,1.3872,84.3033
40.4313,58.5778,0.2801,26.0737,1.0048,1.3888,52.4008
38.3999,50.8114,0.2871,34.5707,1.0353,1.3698,120.5170
40.7669,50.9453,0.2751,35.3420,1.0166,1.3551,95.8833
42.9156,68.9788,0.2811,15.3596,0.9767,1.3015,262.5572
41.0236,65.5659,0.2849,20.7882,1.0454,1.3487,153.0981
39.5983,45.2439,0.2820,40.6285,1.0268,1.3202,210.5867
44.8904,68.3970,0.2707,15.0362,1.0164,1.2817,242.2188
41.3919,58.9139,0.2756,27.8469,1.0408,1.3616,71.6424
40.0243,50.4567,0.2788,35.4961,1.0568,1.3399,136.5679
43.2749,63.5921,0.2712,21.4312,0.9820,1.3322,142.0587
37.9157,50.8130,0.2895,35.4248,0.9592,1.3943,116.8286
41.0560,66.0402,0.2854,19.8175,0.9781,1.3444,192.0557
42.1406,45.2821,0.2691,41.1903,0.9988,1.2969,204.7571
44.8603,66.8640,0.2683,17.4775,0.9823,1.2886,223.5662
39.8113,46.2727,0.2805,40.8994,1.0123,1.3312,183.3716
38.7776,51.9140,0.2853,34.6853,1.0418,1.3684,111.4306
41.3141,69.0714,0.2889,17.6004,1.0111,1.3273,236.4920
42.1395,59.5795,0.2724,26.5002,1.0106,1.3626,65.9587
40.3872,56.6571,0.2790,28.5390,0.9703,1.3923,55.2572
41.7344,61.0990,0.2759,24.9866,0.9774,1.3676,90.2593
38.5883,47.4481,0.2864,39.6714,1.0167,1.3492,172.2503
42.2251,58.1430,0.2708,27.6129,0.9988,1.3658,54.6005
41.4578,59.4943,0.2758,27.0210,0.9714,1.3775,69.8359
42.9218,60.0626,0.2690,24.5135,1.0224,1.3439,84.1055
41.0370,53.2395,0.2742,31.3784,1.0748,1.3363,110.0227
41.9088,58.3209,0.2725,28.4151,0.9381,1.3704,83.0568
45.1329,67.6016,0.2682,17.0625,0.9607,1.2768,254.2499
40.1747,49.1318,0.2781,35.3224,0.9904,1.3612,111.8755
43.3426,69.4958,0.2800,14.6470,1.0030,1.2997,254.4528
40.6641,55.9549,0.2772,29.6299,0.9601,1.3901,55.4140
40.1919,63.8176,0.2866,21.5255,1.0150,1.3693,129.3345
40.7777,45.3672,0.2760,41.4399,1.0091,1.3144,198.1748
39.5526,49.4538,0.2812,35.8237,1.0144,1.3613,117.2065
38.2199,46.5129,0.2885,39.1066,1.0150,1.3461,190.6796
40.2282,56.0243,0.2794,29.3021,0.9751,1.3950,49.4172
44.0634,67.0089,0.2723,18.0504,0.9574,1.2973,232.0237
41.0300,58.2612,0.2769,29.0253,1.0135,1.3799,49.5566
42.9023,65.4376,0.2756,20.9032,1.0110,1.3306,158.5193
40.9894,64.4336,0.2835,22.8145,1.0402,1.3546,133.7736
42.3767,61.5049,0.2732,22.3940,1.0257,1.3513,90.2156
42.5267,69.5653,0.2840,15.2645,1.0268,1.3118,240.7909
42.4925,66.0079,0.2784,19.5400,0.9800,1.3312,183.6469
38.4603,44.8618,0.2879,39.8364,0.9797,1.3411,214.3389
42.7825,64.9689,0.2755,18.0962,1.0164,1.3326,152.1314
42.5785,59.6689,0.2703,25.9309,1.0211,1.3508,76.1433
