round,x0,y0,d,theta0_degree,delta_theta_degree,gain,mse
2,40.7235,56.0349,0.2770,29.8143,1.0023,1.3885,35.6136
2,40.7687,55.9491,0.2767,29.8018,1.0018,1.3879,35.5929
2,40.7005,55.9886,0.2770,29.8579,1.0013,1.3890,35.5472
2,40.7542,56.1138,0.2768,29.7081,1.0042,1.3877,35.8137
2,40.8790,56.2347,0.2763,29.7287,1.0026,1.3867,35.7538
2,40.9876,56.0606,0.2756,29.7066,1.0038,1.3846,36.2879
2,40.9437,56.1538,0.2759,29.7719,1.0011,1.3861,35.7145
2,40.7004,56.0045,0.2771,29.8859,1.0008,1.3891,35.5004
2,40.6892,56.1573,0.2772,29.7670,1.0027,1.3890,35.6273
2,40.6169,55.9751,0.2775,29.8475,0.9939,1.3914,36.1697
2,40.7874,56.3007,0.2768,29.8186,1.0046,1.3873,36.3001
2,40.8107,56.1704,0.2766,29.8125,0.9932,1.3896,35.7341
2,40.9419,55.9174,0.2758,29.7321,1.0031,1.3852,36.1171
2,40.7406,55.9336,0.2768,29.8621,0.9925,1.3901,36.2004
2,40.8894,55.9482,0.2761,29.7140,0.9986,1.3871,35.5444
2,40.8766,56.1520,0.2762,29.8926,0.9944,1.3886,35.4751
2,40.9301,56.0664,0.2759,29.8472,1.0045,1.3851,36.4714
2,40.6197,56.0609,0.2775,29.7470,0.9950,1.3913,36.0149
2,40.7215,56.0868,0.2770,29.8520,0.9931,1.3906,35.8780
2,40.6383,55.8816,0.2773,29.8143,0.9913,1.3913,36.9902
2,40.7339,56.0615,0.2769,29.7680,1.0023,1.3884,35.5401
2,40.9540,56.0256,0.2758,29.7753,0.9908,1.3878,36.5649
2,40.9558,56.2052,0.2759,29.6922,1.0030,1.3855,35.9945
2,40.6301,56.0606,0.2774,29.6669,0.9961,1.3910,35.9184
2,40.9607,55.8715,0.2757,29.7308,0.9977,1.3862,35.8592
2,40.8870,56.0326,0.2761,29.7874,0.9939,1.3883,35.7972
2,40.7309,55.9047,0.2768,29.8823,1.0020,1.3882,35.7338
2,40.8756,55.9243,0.2761,29.6832,0.9938,1.3881,36.1947
2,40.9614,55.9644,0.2757,29.8644,0.9994,1.3860,35.7398
2,40.7099,56.1547,0.2771,29.7187,1.0034,1.3886,35.6788
2,40.7642,56.2075,0.2768,29.7132,0.9966,1.3896,35.3614
2,40.8702,55.8951,0.2761,29.7588,0.9947,1.3880,35.9561
2,40.7729,55.8735,0.2766,29.7540,0.9969,1.3888,35.7459
2,40.8405,56.0188,0.2764,29.7851,0.9949,1.3887,35.6447
2,40.6954,56.2400,0.2772,29.6829,1.0013,1.3895,35.3917
2,40.9673,56.2375,0.2758,29.7795,0.9930,1.3877,35.9214
2,40.8906,55.9181,0.2760,29.7891,1.0020,1.3862,35.8345
2,40.7247,56.2736,0.2771,29.8799,0.9962,1.3903,35.3180
2,40.8958,56.2687,0.2762,29.8750,1.0037,1.3860,36.3647
2,40.8630,56.1519,0.2763,29.8044,0.9911,1.3892,36.1944
2,40.7092,55.9784,0.2770,29.8014,0.9931,1.3905,36.1622
2,40.6780,56.1326,0.2772,29.7511,0.9999,1.3899,35.3545
2,40.9189,56.1161,0.2760,29.7005,0.9933,1.3880,35.9682
2,40.7529,56.0955,0.2768,29.7534,0.9928,1.3902,36.0568
2,40.7292,56.0497,0.2769,29.8788,0.9976,1.3896,35.3090
2,40.9650,56.1300,0.2758,29.6742,1.0019,1.3856,35.8111
2,40.6469,56.1594,0.2774,29.7649,0.9954,1.3912,35.7119
2,40.9214,56.0331,0.2760,29.8328,0.9928,1.3880,35.9577
2,40.7962,56.0334,0.2766,29.7114,0.9960,1.3890,35.5769
2,40.8551,56.0981,0.2763,29.8388,0.9971,1.3882,35.2951
2,40.8893,55.9275,0.2761,29.8965,1.0027,1.3860,36.0625
2,40.8742,56.2655,0.2763,29.6722,0.9984,1.3880,35.3032
2,40.8342,56.0903,0.2764,29.8025,0.9964,1.3886,35.3515
2,40.8469,56.1347,0.2764,29.6710,0.9935,1.3889,35.9411
2,40.8571,56.0978,0.2763,29.8940,0.9939,1.3888,35.5533
2,40.9811,56.1947,0.2757,29.6657,0.9901,1.3877,36.8203
2,40.7480,55.9496,0.2768,29.8705,0.9995,1.3888,35.4271
2,40.9567,56.0409,0.2758,29.6849,0.9941,1.3873,36.0036
2,40.7293,56.3110,0.2771,29.8785,0.9943,1.3907,35.5167
2,40.8719,56.1934,0.2763,29.7614,0.9986,1.3878,35.2814
2,40.7500,56.1809,0.2769,29.8640,0.9934,1.3904,35.6553
2,40.8182,55.9820,0.2764,29.8747,0.9939,1.3891,35.7352
2,40.8508,56.2379,0.2764,29.8127,0.9992,1.3880,35.3051
2,40.7257,56.2512,0.2771,29.8702,1.0009,1.3892,35.4775
2,40.7028,56.2361,0.2772,29.8749,0.9951,1.3908,35.4408
2,40.6354,56.3143,0.2776,29.8204,1.0042,1.3893,36.1969
2,40.8516,56.0818,0.2763,29.7440,0.9947,1.3887,35.6484
2,40.8206,55.9710,0.2764,29.8016,0.9907,1.3894,36.6177
2,40.8979,56.1129,0.2761,29.7456,0.9934,1.3883,35.8601
2,40.9714,56.0852,0.2757,29.8528,0.9952,1.3870,35.6318
2,40.7377,56.2959,0.2770,29.8355,0.9989,1.3896,35.2903
2,40.7941,56.2214,0.2767,29.7572,0.9907,1.3902,36.4052
2,40.8301,56.0128,0.2764,29.8320,0.9968,1.3885,35.3864
2,40.9941,56.2750,0.2757,29.8235,0.9925,1.3875,35.9972
2,40.9466,56.0109,0.2758,29.8600,1.0009,1.3859,35.8246
2,40.7227,56.2773,0.2771,29.6665,1.0013,1.3892,35.3731
2,40.7456,55.8984,0.2768,29.7658,0.9982,1.3890,35.5909
2,40.7697,56.1738,0.2768,29.7619,0.9927,1.3902,35.9400
2,40.6981,56.3136,0.2772,29.8986,1.0043,1.3885,36.3493
2,40.6656,56.0886,0.2773,29.7039,0.9993,1.3901,35.4177
2,40.9368,55.9631,0.2758,29.7614,0.9943,1.3874,35.9514
2,40.7597,55.9567,0.2767,29.7863,1.0028,1.3878,35.7198
2,40.7490,56.1053,0.2769,29.7447,0.9940,1.3901,35.8205
2,40.7098,56.0914,0.2771,29.8071,0.9928,1.3907,36.0225
2,40.9182,55.8781,0.2759,29.8228,0.9966,1.3871,35.7413
2,40.9853,56.0000,0.2756,29.7940,0.9959,1.3865,35.7552
2,40.8122,56.2026,0.2766,29.7733,1.0014,1.3879,35.4533
2,40.7754,56.0626,0.2767,29.6800,1.0001,1.3885,35.3101
2,40.7232,55.9651,0.2769,29.7314,1.0059,1.3873,36.2854
2,40.6220,56.1492,0.2775,29.7535,1.0031,1.3897,35.7784
2,40.9274,56.2864,0.2761,29.7322,1.0033,1.3858,36.1022
2,40.7360,56.1275,0.2769,29.7240,0.9905,1.3907,36.7215
2,40.9678,56.1089,0.2758,29.8132,0.9994,1.3862,35.6286
2,40.9037,56.2070,0.2761,29.7292,0.9983,1.3875,35.3378
2,40.8698,55.9665,0.2762,29.8204,0.9972,1.3878,35.4731
2,40.8552,55.8633,0.2762,29.6886,0.9993,1.3872,35.6736
2,40.8744,55.9269,0.2761,29.8930,0.9938,1.3883,35.8308
2,40.7065,56.0826,0.2771,29.7824,0.9990,1.3897,35.3194
2,40.7216,56.2709,0.2771,29.8598,0.9971,1.3902,35.2781
2,41.0070,56.1248,0.2756,29.7847,1.0059,1.3836,37.0914
2,40.9274,56.1792,0.2760,29.7423,0.9948,1.3878,35.6245
2,40.8854,56.0123,0.2761,29.8443,1.0056,1.3852,36.6559
2,40.6875,56.0973,0.2772,29.7692,0.9918,1.3911,36.4086
2,40.7301,55.9667,0.2769,29.7554,1.0046,1.3876,36.0293
2,41.0161,56.2515,0.2756,29.8274,0.9942,1.3869,35.8064
2,40.6448,56.2355,0.2775,29.7348,1.0058,1.3887,36.3371
2,40.7939,56.2255,0.2767,29.8257,0.9919,1.3901,35.9507
2,40.7610,56.1841,0.2768,29.8516,0.9964,1.3897,35.2706
2,40.9306,56.0260,0.2759,29.8843,0.9963,1.3873,35.5020
2,40.9449,56.0195,0.2758,29.6802,1.0027,1.3855,35.9082
2,40.8169,56.0914,0.2765,29.7226,0.9983,1.3885,35.2845
2,40.6853,56.2868,0.2773,29.9052,0.9964,1.3908,35.3739
2,40.9984,56.2346,0.2757,29.7446,1.0017,1.3853,36.0171
2,40.7786,56.1647,0.2767,29.8655,0.9995,1.3888,35.2673
2,40.7013,56.2297,0.2772,29.7304,0.9911,1.3912,36.5136
2,40.9625,56.0494,0.2758,29.6773,0.9972,1.3867,35.6271
2,40.7913,56.2500,0.2767,29.7726,0.9959,1.3895,35.3576
2,40.8503,56.0452,0.2763,29.7481,0.9985,1.3879,35.3408
2,40.7897,56.2014,0.2767,29.6714,1.0018,1.3881,35.3831
2,41.0005,56.0998,0.2756,29.7350,0.9991,1.3858,35.6963
2,40.8029,56.2613,0.2767,29.6669,0.9957,1.3894,35.4969
2,40.7481,56.2946,0.2770,29.8373,1.0057,1.3874,36.6067
2,40.9521,56.1834,0.2759,29.7826,0.9927,1.3879,35.9474
2,40.9125,56.2346,0.2761,29.7285,1.0027,1.3862,35.8614
2,40.7051,56.2510,0.2772,29.6657,1.0012,1.3894,35.3638
2,40.6752,56.2704,0.2773,29.7145,1.0040,1.3889,35.8860
2,40.6969,55.9863,0.2771,29.8658,0.9959,1.3902,35.5786
2,40.9548,56.0374,0.2758,29.6995,1.0026,1.3854,35.9326
2,40.8485,55.9497,0.2763,29.7725,0.9968,1.3881,35.5461
2,40.8584,56.2336,0.2764,29.6693,1.0002,1.3877,35.3183
2,40.9092,56.1408,0.2761,29.7298,1.0043,1.3856,36.1676
2,40.7257,55.9757,0.2769,29.8097,0.9951,1.3900,35.7312
2,40.6802,55.9139,0.2771,29.9042,0.9967,1.3901,35.6354
2,40.9257,56.0650,0.2759,29.7491,0.9928,1.3880,36.0506
2,40.7320,55.9739,0.2769,29.7458,1.0059,1.3872,36.3153
2,40.6267,56.0293,0.2774,29.8077,0.9957,1.3911,35.8239
2,40.9068,55.9127,0.2760,29.7950,1.0035,1.3855,36.1624
2,40.8346,55.9455,0.2763,29.6942,1.0057,1.3859,36.3064
2,40.6305,56.1837,0.2775,29.8715,1.0057,1.3887,36.5663
2,40.8957,55.9990,0.2761,29.8274,1.0003,1.3867,35.5691
2,40.7230,56.1156,0.2770,29.6672,0.9990,1.3895,35.3166
2,40.9715,56.2487,0.2758,29.8184,0.9900,1.3881,36.4876
2,40.9732,55.8732,0.2756,29.8514,0.9952,1.3866,35.9518
2,40.9411,55.8778,0.2758,29.7664,1.0029,1.3851,36.1777
2,40.8589,55.9672,0.2762,29.8864,0.9929,1.3887,35.9070
2,40.9664,56.1256,0.2758,29.7431,0.9902,1.3879,36.6746
2,40.8529,56.0985,0.2763,29.6682,0.9943,1.3887,35.8219
2,40.7604,56.1495,0.2768,29.6860,0.9981,1.3893,35.2830
2,40.6791,55.9202,0.2771,29.7740,0.9930,1.3907,36.4382
2,40.9180,55.9398,0.2759,29.7820,0.9942,1.3876,35.9520
2,40.8844,56.1502,0.2762,29.8095,1.0056,1.3855,36.6016
2,40.9743,55.9657,0.2756,29.8564,0.9951,1.3868,35.7883
2,40.7083,55.9845,0.2770,29.7370,0.9971,1.3898,35.5944
2,40.9937,56.0219,0.2756,29.8109,1.0005,1.3854,35.8896
2,40.9301,56.1888,0.2760,29.7948,0.9907,1.3884,36.3439
2,40.8630,55.8884,0.2762,29.9046,1.0013,1.3867,35.8109
2,40.9945,56.2451,0.2757,29.7524,0.9949,1.3870,35.7309
2,40.7445,56.1542,0.2769,29.8533,0.9913,1.3907,36.1562
2,40.7527,55.9779,0.2768,29.8321,0.9901,1.3903,36.7825
2,40.7947,55.9004,0.2765,29.7000,0.9934,1.3891,36.3464
2,40.9405,56.0446,0.2759,29.7436,0.9942,1.3875,35.8670
2,40.9518,56.0201,0.2758,29.8045,0.9947,1.3873,35.7692
2,40.7878,56.1847,0.2767,29.7273,1.0059,1.3868,36.3479
2,40.6690,55.8987,0.2772,29.7267,0.9952,1.3904,36.1632
2,40.9763,56.2588,0.2758,29.8501,0.9919,1.3878,36.0292
2,40.6698,55.9747,0.2772,29.6673,1.0022,1.3891,35.6254
2,40.9170,56.0735,0.2760,29.8890,1.0049,1.3851,36.6461
2,40.7532,56.2732,0.2769,29.7651,0.9973,1.3897,35.2675
2,40.7637,55.8818,0.2767,29.7785,0.9958,1.3892,35.8179
2,40.7503,56.3069,0.2770,29.8923,0.9989,1.3895,35.3200
2,40.7092,56.2819,0.2772,29.8364,0.9919,1.3912,36.0504
2,40.8937,56.2122,0.2762,29.7052,0.9902,1.3889,36.6132
2,40.7940,56.1449,0.2767,29.7328,0.9924,1.3898,36.0788
2,40.9334,56.2612,0.2760,29.7232,0.9977,1.3873,35.4222
2,40.6523,56.0443,0.2773,29.7175,1.0037,1.3890,35.8068
2,40.7721,56.3012,0.2769,29.8349,0.9957,1.3899,35.3480
2,40.7558,56.2538,0.2769,29.8719,1.0040,1.3878,36.1494
2,40.9342,56.1456,0.2760,29.8434,0.9922,1.3881,35.9422
2,40.8674,55.9448,0.2762,29.9005,1.0020,1.3865,35.8633
2,40.6530,56.1467,0.2774,29.6895,0.9906,1.3916,36.9613
2,40.8716,55.8817,0.2761,29.8873,0.9931,1.3883,36.0544
2,40.7446,56.2215,0.2770,29.7902,1.0023,1.3885,35.5952
2,40.8430,55.8835,0.2763,29.6679,0.9990,1.3875,35.6398
2,40.9086,56.0823,0.2760,29.9040,1.0005,1.3866,35.6490
2,40.9351,56.0319,0.2759,29.7174,1.0014,1.3860,35.7067
2,40.7236,56.2659,0.2771,29.6734,0.9939,1.3906,35.8745
2,40.8343,55.8886,0.2763,29.7070,1.0028,1.3867,35.8233
2,40.8198,55.9976,0.2764,29.8025,1.0041,1.3866,36.0389
2,40.7165,56.2418,0.2771,29.8174,0.9976,1.3901,35.2700
2,40.7323,56.0049,0.2769,29.6833,1.0014,1.3886,35.4464
2,40.8649,56.2205,0.2763,29.8042,1.0014,1.3872,35.5953
2,40.9328,55.9864,0.2759,29.8182,1.0012,1.3860,35.7898
2,40.6681,56.1491,0.2773,29.8093,0.9953,1.3910,35.5961
2,40.9804,56.2673,0.2758,29.7839,0.9931,1.3875,35.9093
2,41.0118,56.1609,0.2756,29.7744,0.9917,1.3872,36.3052
2,40.9025,56.0068,0.2760,29.6970,1.0024,1.3861,35.7494
2,40.6361,56.0196,0.2774,29.7687,0.9906,1.3917,37.0162
2,40.7191,56.1309,0.2770,29.8747,0.9972,1.3900,35.2745
2,40.6531,55.8919,0.2772,29.8246,1.0043,1.3885,36.1620
2,41.0043,56.1324,0.2756,29.7385,1.0035,1.3845,36.3573
2,40.8078,56.2745,0.2767,29.7952,0.9997,1.3885,35.3075
2,40.8691,55.9473,0.2762,29.7690,1.0019,1.3866,35.7201
2,40.7732,56.1455,0.2768,29.7986,0.9905,1.3904,36.4527
2,40.8236,56.1133,0.2765,29.8764,1.0046,1.3865,36.3047
2,40.6710,56.2547,0.2773,29.7983,1.0018,1.3896,35.5716
2,40.6366,56.1640,0.2775,29.7379,0.9999,1.3904,35.4417
2,40.9693,56.1122,0.2758,29.8813,1.0056,1.3842,37.0513
2,40.7547,55.9087,0.2767,29.8526,0.9929,1.3898,36.1568
2,40.8811,56.0666,0.2762,29.6753,0.9997,1.3872,35.3864
2,40.9264,56.2297,0.2760,29.7950,0.9993,1.3870,35.4645
2,40.9715,55.9622,0.2757,29.6967,0.9938,1.3870,36.1993
2,40.8849,56.2916,0.2763,29.8655,1.0042,1.3860,36.4907
2,40.8383,55.9346,0.2763,29.7989,0.9999,1.3875,35.4996
2,40.7217,56.1063,0.2770,29.6854,0.9949,1.3902,35.7939
2,40.9819,56.1985,0.2757,29.8899,0.9956,1.3870,35.5718
2,40.7294,56.1604,0.2770,29.7615,0.9942,1.3904,35.7156
2,40.7011,56.0899,0.2771,29.7399,1.0040,1.3884,35.8293
2,40.7253,56.2693,0.2771,29.7063,0.9926,1.3908,36.1062
2,40.8224,56.2408,0.2766,29.8081,0.9993,1.3884,35.2687
2,40.6605,55.9658,0.2772,29.7167,0.9919,1.3911,36.8151
2,40.8541,56.2093,0.2764,29.8895,0.9952,1.3888,35.3464
2,40.8865,56.2813,0.2763,29.7458,0.9916,1.3890,36.1334
2,40.6295,56.1677,0.2775,29.7384,1.0057,1.3888,36.2987
2,40.6439,55.9811,0.2773,29.7472,0.9948,1.3909,36.0980
2,40.7786,55.9439,0.2766,29.8849,0.9988,1.3886,35.4093
2,40.9799,55.9609,0.2756,29.7239,0.9997,1.3857,35.7833
2,40.7746,56.1511,0.2768,29.7593,0.9975,1.3893,35.2592
2,40.7101,55.9784,0.2770,29.7718,0.9999,1.3892,35.4450
2,40.8997,56.0636,0.2761,29.6746,0.9963,1.3877,35.5760
2,40.8099,55.9608,0.2765,29.8638,0.9952,1.3889,35.5957
2,40.8690,55.8996,0.2761,29.8596,0.9991,1.3872,35.5665
2,40.7043,56.3128,0.2772,29.7530,0.9906,1.3914,36.5503
2,40.7563,56.2383,0.2769,29.7198,1.0053,1.3874,36.1859
2,40.9616,56.0336,0.2758,29.7326,0.9929,1.3874,36.1632
2,40.9467,55.9032,0.2758,29.8002,1.0050,1.3844,36.6502
2,40.6829,56.2515,0.2773,29.6970,0.9934,1.3912,36.0289
2,40.6973,56.1471,0.2771,29.6766,0.9955,1.3905,35.6961
2,40.9802,55.9779,0.2756,29.8548,0.9909,1.3874,36.5012
2,40.6593,56.2441,0.2774,29.8700,0.9983,1.3906,35.3675
2,40.9203,55.8519,0.2759,29.7014,0.9994,1.3863,35.7954
2,40.9015,55.8888,0.2760,29.7375,1.0047,1.3852,36.3403
2,40.6652,56.0208,0.2772,29.8015,1.0013,1.3895,35.5448
2,40.6839,55.9582,0.2771,29.6828,0.9920,1.3907,36.8393
2,40.7110,56.1964,0.2771,29.8159,0.9975,1.3901,35.2766
2,40.7543,55.9547,0.2768,29.8187,0.9928,1.3899,36.1518
2,40.9710,56.2705,0.2758,29.7757,0.9916,1.3879,36.1869
2,40.9353,55.8959,0.2758,29.8880,0.9933,1.3875,36.0471
2,40.8611,56.1251,0.2763,29.6698,0.9914,1.3890,36.4513
2,40.6723,56.3137,0.2774,29.6940,0.9908,1.3917,36.7086
2,40.8557,56.0167,0.2763,29.7188,1.0002,1.3874,35.4183
2,40.6621,56.2800,0.2774,29.7012,1.0019,1.3898,35.5357
2,40.6675,55.8978,0.2772,29.7271,0.9937,1.3906,36.4770
2,40.8512,55.9394,0.2763,29.7236,0.9946,1.3884,35.9269
2,40.8815,56.0964,0.2762,29.7115,1.0039,1.3861,35.9602
2,40.8782,55.9744,0.2761,29.8353,0.9932,1.3884,35.9418
2,40.7901,56.1624,0.2767,29.6796,0.9922,1.3899,36.2225
2,40.8528,56.2659,0.2764,29.7159,1.0056,1.3861,36.4288
2,40.6280,55.8947,0.2774,29.9015,1.0050,1.3885,36.4650
2,40.6392,56.2967,0.2775,29.8844,0.9975,1.3911,35.4510
2,40.8215,56.0285,0.2765,29.8076,0.9976,1.3884,35.3385
2,40.8632,55.9669,0.2762,29.7950,1.0042,1.3860,36.1544
2,40.7035,55.9206,0.2770,29.8312,1.0041,1.3880,36.0407
2,40.8628,56.0602,0.2763,29.7047,0.9928,1.3887,36.1182
2,40.9401,56.1781,0.2759,29.7468,0.9903,1.3883,36.5386
2,40.7069,56.0692,0.2771,29.7023,1.0039,1.3883,35.7533
2,40.6607,56.2925,0.2774,29.7720,0.9987,1.3906,35.3920
2,40.7595,56.2018,0.2769,29.8295,1.0005,1.3888,35.3492
2,40.7566,56.1655,0.2769,29.7226,1.0036,1.3879,35.7376
2,40.8816,56.1950,0.2762,29.8616,0.9988,1.3876,35.3423
2,40.9421,55.8619,0.2758,29.8584,0.9952,1.3870,35.9110
2,40.6936,56.3045,0.2773,29.8633,0.9923,1.3914,35.9417
2,40.6451,56.1169,0.2774,29.8093,0.9946,1.3913,35.8150
2,40.6026,55.9726,0.2775,29.7712,0.9908,1.3919,37.1666
2,40.7168,55.9236,0.2769,29.8677,1.0012,1.3887,35.5998
2,40.6118,56.0558,0.2775,29.7006,1.0000,1.3905,35.5935
2,40.7079,56.0782,0.2771,29.7922,0.9912,1.3909,36.4862
2,40.7282,55.8736,0.2768,29.8784,1.0019,1.3882,35.7676
2,40.7255,55.9214,0.2769,29.6838,1.0047,1.3876,36.0010
2,40.7962,56.2065,0.2767,29.7528,0.9947,1.3896,35.5442
2,40.8503,55.9129,0.2762,29.8647,0.9998,1.3873,35.5551
2,40.7151,55.9562,0.2769,29.6983,0.9951,1.3900,35.9832
2,40.8292,55.9522,0.2764,29.8841,0.9973,1.3883,35.4220
2,40.8869,56.1419,0.2762,29.7379,1.0058,1.3854,36.5105
2,40.9171,56.2642,0.2761,29.8610,0.9921,1.3886,35.8766
2,40.6658,55.9041,0.2772,29.6791,1.0015,1.3892,35.7098
2,40.7600,56.1859,0.2769,29.8959,0.9970,1.3896,35.2189
2,40.8990,56.2553,0.2762,29.8922,1.0030,1.3862,36.2018
2,40.8720,55.8854,0.2761,29.8182,0.9997,1.3870,35.6258
2,40.6910,56.0904,0.2771,29.9037,1.0033,1.3886,35.9054
2,40.7653,56.2844,0.2769,29.6674,0.9938,1.3902,35.8461
2,40.9865,56.0287,0.2756,29.7453,0.9977,1.3862,35.6644
2,40.8303,55.8989,0.2763,29.7223,0.9906,1.3890,37.0080
2,40.8940,55.9398,0.2760,29.7939,0.9953,1.3878,35.7490
2,40.9357,55.9499,0.2758,29.6934,0.9978,1.3867,35.6667
2,40.7594,56.2131,0.2769,29.8550,0.9932,1.3903,35.6895
2,40.9131,56.2627,0.2761,29.7723,0.9974,1.3876,35.3709
2,40.6143,56.0940,0.2775,29.8585,0.9959,1.3914,35.6707
2,40.7856,56.2579,0.2768,29.6727,0.9930,1.3900,35.9939
2,40.8227,56.0876,0.2765,29.7209,0.9957,1.3889,35.5340
2,40.9085,56.0596,0.2760,29.7430,1.0030,1.3859,35.8957
2,40.8303,56.2783,0.2766,29.8833,1.0024,1.3874,35.8969
2,40.8713,56.0540,0.2762,29.8110,1.0027,1.3865,35.8321
2,40.7142,56.1730,0.2771,29.7744,1.0032,1.3886,35.7060
2,40.7769,55.9553,0.2766,29.7054,1.0007,1.3882,35.4647
2,40.6164,56.0400,0.2775,29.8490,0.9993,1.3906,35.5503
2,40.8537,56.1384,0.2764,29.6745,1.0048,1.3863,36.0420
2,40.7080,55.9222,0.2770,29.6793,0.9989,1.3893,35.6239
2,40.6551,56.1129,0.2773,29.8353,0.9981,1.3905,35.3981
2,40.6363,56.1515,0.2775,29.6944,1.0055,1.3888,36.1654
2,40.9935,56.2407,0.2757,29.7497,0.9930,1.3873,36.0126
2,40.8372,55.9801,0.2763,29.7980,1.0018,1.3871,35.6255
2,40.8614,56.2662,0.2764,29.8984,0.9900,1.3896,36.2385
2,40.7756,56.2552,0.2768,29.7995,0.9948,1.3899,35.4743
2,40.6007,55.9508,0.2775,29.8381,0.9961,1.3912,35.9455
2,40.9366,56.1888,0.2760,29.8623,1.0038,1.3853,36.4140
2,40.7646,55.9935,0.2767,29.7557,0.9953,1.3895,35.7003
2,40.6165,56.0329,0.2775,29.7994,0.9966,1.3911,35.7270
2,40.6177,56.1150,0.2775,29.7306,0.9961,1.3913,35.7967
2,40.7607,56.0128,0.2768,29.7608,0.9941,1.3897,35.8754
2,40.6674,56.2927,0.2774,29.6816,1.0048,1.3888,36.0525
2,40.9551,56.1877,0.2759,29.7630,0.9925,1.3878,36.0140
2,40.8683,56.2472,0.2763,29.7270,0.9996,1.3877,35.3232
2,40.7326,56.2592,0.2770,29.7523,1.0002,1.3893,35.3085
2,40.6260,56.0013,0.2774,29.7115,0.9952,1.3911,36.1120
2,40.9245,55.9733,0.2759,29.7553,0.9971,1.3871,35.5924
2,40.7105,55.9481,0.2770,29.6897,1.0013,1.3888,35.5538
2,40.9116,56.1354,0.2761,29.7131,1.0001,1.3868,35.4459
2,40.8670,56.1596,0.2763,29.6859,1.0059,1.3857,36.3843
2,40.6420,56.2813,0.2775,29.7677,1.0007,1.3903,35.5042
2,40.9954,56.0211,0.2756,29.7166,1.0049,1.3840,36.6139
2,40.6954,55.9602,0.2771,29.8749,0.9981,1.3898,35.4641
2,40.9000,56.2813,0.2762,29.7366,0.9971,1.3879,35.3687
2,40.9129,55.8519,0.2759,29.7514,0.9958,1.3872,35.9497
2,40.9706,56.1010,0.2757,29.6778,0.9974,1.3866,35.5881
2,40.7019,56.0959,0.2771,29.8146,1.0050,1.3880,36.1826
2,40.6138,55.9352,0.2774,29.6792,0.9965,1.3909,36.1271
2,40.8630,56.1912,0.2763,29.8651,1.0046,1.3861,36.4021
2,40.7537,56.2043,0.2769,29.7042,0.9989,1.3893,35.2292
2,40.8840,55.8767,0.2761,29.8314,0.9957,1.3877,35.7793
2,40.9301,55.8556,0.2758,29.6654,0.9960,1.3869,36.0534
2,40.7650,55.9196,0.2767,29.8715,0.9980,1.3889,35.4652
2,40.9427,56.2011,0.2759,29.8020,1.0050,1.3849,36.6304
2,40.6254,55.9854,0.2774,29.7011,0.9933,1.3913,36.5676
2,40.7803,56.0908,0.2767,29.7915,0.9912,1.3901,36.3270
2,40.9514,56.1808,0.2759,29.7201,0.9993,1.3866,35.4986
2,40.7799,56.0210,0.2767,29.8254,0.9953,1.3894,35.5452
2,40.8075,56.2499,0.2767,29.6679,0.9929,1.3897,36.0029
2,40.8900,56.0918,0.2761,29.6915,0.9919,1.3885,36.3313
2,40.8624,56.0725,0.2763,29.7035,0.9922,1.3888,36.2425
2,40.7792,56.0672,0.2767,29.7402,1.0024,1.3878,35.5481
2,40.9415,55.9133,0.2758,29.8915,0.9935,1.3874,35.9786
2,40.7751,55.9181,0.2766,29.7317,0.9976,1.3888,35.5966
2,40.7664,56.2367,0.2768,29.8109,0.9998,1.3889,35.2841
2,40.8781,56.1313,0.2762,29.7135,0.9956,1.3882,35.5208
2,40.6690,56.1937,0.2773,29.8749,0.9971,1.3907,35.3565
2,40.8003,56.0883,0.2766,29.7840,1.0004,1.3881,35.3310
2,40.7507,56.1248,0.2769,29.8879,1.0053,1.3872,36.4390
2,40.6603,55.9578,0.2772,29.8059,1.0037,1.3887,35.9464
2,40.8230,55.8694,0.2764,29.7570,0.9911,1.3890,36.8731
2,40.9677,56.2517,0.2758,29.8181,1.0017,1.3857,36.0129
2,40.6387,56.0563,0.2774,29.6733,0.9956,1.3910,35.9752
2,40.9495,56.0600,0.2758,29.7649,1.0001,1.3862,35.6286
2,40.8454,56.2028,0.2764,29.6879,0.9973,1.3885,35.3104
2,40.6190,55.9974,0.2775,29.6901,1.0008,1.3901,35.6547
2,40.6738,56.0504,0.2772,29.9025,0.9990,1.3900,35.3897
2,40.6077,56.0350,0.2775,29.8699,0.9939,1.3917,36.0602
2,40.8181,56.0996,0.2765,29.9038,1.0019,1.3875,35.6853
2,40.8205,56.2110,0.2766,29.7838,1.0047,1.3867,36.2084
2,40.8305,56.2413,0.2765,29.8536,0.9940,1.3894,35.5131
2,40.9469,55.8997,0.2757,29.7639,0.9903,1.3876,36.9631
2,40.7598,56.2936,0.2769,29.7347,1.0005,1.3889,35.3422
2,40.7045,56.0237,0.2770,29.8644,1.0001,1.3893,35.4086
2,40.8567,56.0109,0.2763,29.7804,0.9969,1.3881,35.4395
2,40.8439,55.9613,0.2763,29.8555,0.9989,1.3877,35.4261
2,40.9629,55.9341,0.2757,29.6891,1.0041,1.3846,36.3115
2,40.7625,56.0517,0.2768,29.7095,0.9996,1.3888,35.3138
2,40.8004,55.9347,0.2765,29.8060,0.9941,1.3891,35.9067
